"Id_Cliente","Vol_Entrega","Latitud","Longitud","Zona"
135,16,20.482632,-98.236812,2
135,16,20.482632,-98.236812,5
136,7.5,20.491636,-98.24289,2
136,7.5,20.491636,-98.24289,5
137,11.5,20.538559,-98.199734,2
137,11.5,20.538559,-98.199734,5
138,26,20.474886,-98.194088,2
138,26,20.474886,-98.194088,4
138,26,20.474886,-98.194088,5
139,11,20.47705,-98.236394,2
139,11,20.47705,-98.236394,5
140,16,20.481562,-98.15631,2
140,16,20.481562,-98.15631,5
141,16.5,20.557,-98.1445,2
141,16.5,20.557,-98.1445,5
142,18.33333333,20.502078,-98.218762,2
142,18.33333333,20.502078,-98.218762,4
142,18.33333333,20.502078,-98.218762,5
143,8,20.5309,-98.2139,4
144,9,20.537185,-98.150875,2
144,9,20.537185,-98.150875,5
145,14.5,20.465162,-98.195285,2
145,14.5,20.465162,-98.195285,5
146,17,20.480215,-98.177162,2
146,17,20.480215,-98.177162,5
147,12,20.490545,-98.23819,2
147,12,20.490545,-98.23819,5
148,11,20.505463,-98.215231,2
148,11,20.505463,-98.215231,5
149,20.5,20.499236,-98.181788,2
149,20.5,20.499236,-98.181788,5
150,17.5,20.47601,-98.222711,2
150,17.5,20.47601,-98.222711,5
151,13.5,20.5263,-98.1951,2
151,13.5,20.5263,-98.1951,5
152,10,20.552569,-98.192705,2
152,10,20.552569,-98.192705,5
153,13,20.474364,-98.227089,2
153,13,20.474364,-98.227089,5
154,11.5,20.48298,-98.124189,2
154,11.5,20.48298,-98.124189,5
155,8,20.542884,-98.194375,2
155,8,20.542884,-98.194375,5
156,9.5,20.486144,-98.251624,2
156,9.5,20.486144,-98.251624,5
157,17,20.481622,-98.172185,2
157,17,20.481622,-98.172185,5
158,31.5,20.518287,-98.161252,2
158,31.5,20.518287,-98.161252,5
159,7.5,20.465597,-98.213555,2
159,7.5,20.465597,-98.213555,5
160,25.5,20.4616,-98.1946,2
160,25.5,20.4616,-98.1946,5
161,14,20.485781,-98.138398,2
161,14,20.485781,-98.138398,5
162,13,20.495656,-98.142581,2
162,13,20.495656,-98.142581,5
163,12.66666667,20.464037,-98.134131,2
163,12.66666667,20.464037,-98.134131,4
163,12.66666667,20.464037,-98.134131,5
164,10.66666667,20.543366,-98.171084,2
164,10.66666667,20.543366,-98.171084,4
164,10.66666667,20.543366,-98.171084,5
165,17,20.55128,-98.182608,5
166,31,20.532927,-98.163884,2
166,31,20.532927,-98.163884,5
167,14.66666667,20.484347,-98.155219,2
167,14.66666667,20.484347,-98.155219,4
167,14.66666667,20.484347,-98.155219,5
168,9,20.53135,-98.189668,2
168,9,20.53135,-98.189668,5
169,13.5,20.48843,-98.242866,2
169,13.5,20.48843,-98.242866,5
170,19.5,20.470986,-98.259796,2
170,19.5,20.470986,-98.259796,5
171,15.33333333,20.468372,-98.176532,2
171,15.33333333,20.468372,-98.176532,4
171,15.33333333,20.468372,-98.176532,5
172,25,20.535196,-98.111442,3
173,9,20.488591,-98.181538,2
173,9,20.488591,-98.181538,4
173,9,20.488591,-98.181538,5
174,18.5,20.462529,-98.240426,2
174,18.5,20.462529,-98.240426,5
175,18,20.547334,-98.20143,5
176,17.66666667,20.485035,-98.158633,2
176,17.66666667,20.485035,-98.158633,4
176,17.66666667,20.485035,-98.158633,5
177,14.5,20.546881,-98.177417,2
177,14.5,20.546881,-98.177417,5
178,29,20.472912,-98.238705,1
179,15.33333333,20.476776,-98.237931,2
179,15.33333333,20.476776,-98.237931,4
179,15.33333333,20.476776,-98.237931,5
180,26,20.50198,-98.157691,2
180,26,20.50198,-98.157691,5
181,11,20.515205,-98.215453,2
181,11,20.515205,-98.215453,5
182,13,20.524944,-98.199106,2
182,13,20.524944,-98.199106,4
182,13,20.524944,-98.199106,5
183,30,20.458041,-98.151099,2
183,30,20.458041,-98.151099,5
184,9.5,20.537659,-98.182545,2
184,9.5,20.537659,-98.182545,5
185,18,20.483874,-98.142607,6
186,19.5,20.508503,-98.188533,2
186,19.5,20.508503,-98.188533,5
187,22,20.540135,-98.202383,2
187,22,20.540135,-98.202383,5
188,12,20.502625,-98.23217,2
188,12,20.502625,-98.23217,5
189,19,20.534024,-98.196457,2
189,19,20.534024,-98.196457,5
190,16,20.4929,-98.1868,2
190,16,20.4929,-98.1868,5
191,17.66666667,20.472113,-98.208568,2
191,17.66666667,20.472113,-98.208568,4
191,17.66666667,20.472113,-98.208568,5
192,6.5,20.472324,-98.226688,2
192,6.5,20.472324,-98.226688,5
193,29.5,20.511284,-98.141649,2
193,29.5,20.511284,-98.141649,5
194,6.333333333,20.467267,-98.146274,2
194,6.333333333,20.467267,-98.146274,4
194,6.333333333,20.467267,-98.146274,5
195,23.5,20.464092,-98.161028,2
195,23.5,20.464092,-98.161028,5
196,12,20.5299,-98.2314,2
196,12,20.5299,-98.2314,5
197,6.5,20.478697,-98.190977,2
197,6.5,20.478697,-98.190977,5
198,11.5,20.492069,-98.138465,2
198,11.5,20.492069,-98.138465,5
199,13,20.500178,-98.160615,2
199,13,20.500178,-98.160615,5
200,41.5,20.463978,-98.146695,2
200,41.5,20.463978,-98.146695,5
201,0,20.496988,-98.259924,1
202,17.5,20.527082,-98.228124,2
202,17.5,20.527082,-98.228124,5
203,9,20.544527,-98.223645,2
203,9,20.544527,-98.223645,5
204,13,20.542844,-98.192011,5
205,12,20.494727,-98.254899,2
205,12,20.494727,-98.254899,5
206,14,20.532453,-98.114173,2
206,14,20.532453,-98.114173,5
207,23.5,20.494613,-98.168092,2
207,23.5,20.494613,-98.168092,5
208,30.5,20.457026,-98.170368,2
208,30.5,20.457026,-98.170368,5
209,19,20.458991,-98.212984,2
209,19,20.458991,-98.212984,5
210,27.5,20.480665,-98.210798,2
210,27.5,20.480665,-98.210798,5
211,22,20.482446,-98.158314,2
211,22,20.482446,-98.158314,5
212,10.5,20.525219,-98.238348,2
212,10.5,20.525219,-98.238348,5
213,26,20.500224,-98.132374,6
214,11.5,20.473127,-98.216602,2
214,11.5,20.473127,-98.216602,5
215,24,20.503887,-98.232414,4
216,53,20.537173,-98.165541,2
217,6,20.526903,-98.199759,2
218,12,20.524703,-98.216829,2
218,12,20.524703,-98.216829,5
219,10.5,20.540418,-98.186565,2
219,10.5,20.540418,-98.186565,5
220,5,20.444458,-98.23025,1
221,22,20.475413,-98.256243,2
221,22,20.475413,-98.256243,5
222,14.66666667,20.476419,-98.176469,2
222,14.66666667,20.476419,-98.176469,4
222,14.66666667,20.476419,-98.176469,5
223,7.5,20.506731,-98.157778,2
223,7.5,20.506731,-98.157778,5
224,35.5,20.523549,-98.145043,2
224,35.5,20.523549,-98.145043,5
225,17,20.507752,-98.230363,4
226,7.5,20.469296,-98.240958,2
226,7.5,20.469296,-98.240958,5
227,27,20.470139,-98.241015,1
228,7.5,20.555402,-98.201212,2
228,7.5,20.555402,-98.201212,5
229,9.5,20.475022,-98.167216,2
229,9.5,20.475022,-98.167216,5
230,26,20.487252,-98.175219,2
230,26,20.487252,-98.175219,5
231,17,20.490451,-98.136738,2
231,17,20.490451,-98.136738,5
232,14.5,20.52368,-98.184811,2
232,14.5,20.52368,-98.184811,5
233,22,20.506495,-98.164682,2
233,22,20.506495,-98.164682,5
234,21,20.520771,-98.146915,2
234,21,20.520771,-98.146915,5
235,12.5,20.461545,-98.215923,2
235,12.5,20.461545,-98.215923,5
236,15.5,20.497806,-98.25133,2
236,15.5,20.497806,-98.25133,5
237,20.5,20.485022,-98.206368,2
237,20.5,20.485022,-98.206368,5
238,23.5,20.491647,-98.204934,2
238,23.5,20.491647,-98.204934,5
239,21,20.472048,-98.241901,2
239,21,20.472048,-98.241901,5
240,11,20.483059,-98.240524,2
240,11,20.483059,-98.240524,5
241,20,20.478123,-98.179653,2
241,20,20.478123,-98.179653,5
242,42,20.481878,-98.251538,1
243,17,20.471327,-98.167084,6
244,3,20.479049,-98.147094,6
245,6,20.535974,-98.221491,4
246,2,20.486371,-98.249693,1
247,29,20.513302,-98.156207,2
248,57,20.508027,-98.115295,3
249,8,20.47025,-98.160619,6
250,66,20.536498,-98.172849,2
251,6,20.451165,-98.180464,6
252,2,20.534159,-98.145739,3
253,14,20.492923,-98.230725,4
254,1,20.449226,-98.192193,2
254,1,20.449226,-98.192193,5
255,23,20.498026,-98.209776,4
256,20,20.489146,-98.207543,4
257,27,20.543719,-98.116523,3
258,28,20.522014,-98.234268,2
258,28,20.522014,-98.234268,5
259,3,20.542929,-98.176835,5
260,41,20.502183,-98.217942,4
261,15,20.498243,-98.176756,2
262,4,20.554029,-98.199161,5
263,2,20.47892,-98.245175,1
264,26,20.546326,-98.160166,3
265,13,20.497653,-98.169281,2
266,3,20.504547,-98.254895,1
267,7,20.485918,-98.172226,6
268,3,20.438257,-98.145764,6
269,3,20.460061,-98.171306,6
270,1.5,20.52679,-98.232656,2
270,1.5,20.52679,-98.232656,5
271,3,20.486376,-98.126957,6
272,4,20.53756,-98.198954,5
273,48,20.483408,-98.170687,6
274,6,20.523197,-98.238487,4
275,2,20.487408,-98.259557,1
276,21,20.561239,-98.12138,3
277,4,20.608307,-98.178299,3
278,5,20.492779,-98.135988,6
279,27,20.545103,-98.217644,5
280,7,20.481662,-98.132009,6
281,7,20.484878,-98.24966,1
282,3,20.475486,-98.236836,4
283,5,20.472068,-98.189683,6
284,30,20.521074,-98.226608,2
284,30,20.521074,-98.226608,5
285,4,20.533871,-98.225585,4
286,2,20.479056,-98.186538,6
287,30,20.477396,-98.14318,6
288,14,20.558432,-98.131666,3
289,15,20.557407,-98.144836,3
290,46,20.49258,-98.132138,6
291,47,20.489327,-98.161687,6
292,3,20.546785,-98.206027,5
293,5,20.486987,-98.218595,4
294,10,20.444363,-98.220971,1
295,7,20.490611,-98.16256,6
296,24,20.530007,-98.15869,2
297,12,20.516655,-98.229443,4
298,28,20.458583,-98.179878,6
299,56,20.487044,-98.138475,6
300,14,20.486814,-98.124849,6
301,35,20.526963,-98.219813,4
302,4,20.505166,-98.204749,4
303,40.5,20.520522,-98.233359,2
303,40.5,20.520522,-98.233359,5
304,3,20.473778,-98.232413,4
305,15,20.517963,-98.229813,4
306,31,20.50594,-98.236915,4
307,21,20.465515,-98.221186,4
308,1,20.48265,-98.152673,6
309,15,20.455515,-98.216186,4
310,12,20.47865,-98.156673,6
311,12,20.49565,-98.153673,2
312,4,20.531512,-98.229192,4
313,2,20.556596,-98.211056,5
314,3,20.545223,-98.207754,5
315,5,20.483907,-98.142053,6
316,22,20.487851,-98.156746,6
317,24,20.462826,-98.180461,6
318,4,20.5185,-98.257399,1
319,15,20.561207,-98.212554,5
320,7,20.57077,-98.223113,5
321,19,20.554936,-98.214016,5
322,5,20.545462,-98.203068,5
323,41,20.551252,-98.184633,5
324,5,20.542151,-98.188733,5
325,49,20.555591,-98.199444,5
326,5,20.550558,-98.197433,5
327,2,20.504764,-98.167592,2
328,12,20.50894,-98.237915,4
329,17,20.5554,-98.212024,5
330,18,20.546635,-98.203783,5
331,31,20.462594,-98.221975,4
332,32,20.549198,-98.20857,5
333,14,20.562797,-98.135268,2
333,14,20.562797,-98.135268,5
334,32,20.5115,-98.151,2
335,26,20.459029,-98.279071,1
336,6,20.528095,-98.21499,4
337,15,20.448393,-98.16353,6
338,20,20.508787,-98.108122,3
339,22,20.4721,-98.1978,4
340,62,20.444266,-98.285115,1
341,34,20.4851,-98.1504,6
342,44,20.574754,-98.18632,5
343,69,20.448334,-98.213647,1
344,40,20.538471,-98.229586,4
345,30,20.542353,-98.244445,4
346,108,20.502366,-98.246438,4
347,43,20.507392,-98.201017,4
348,12,20.502392,-98.194017,2
349,18,20.456525,-98.146253,6
350,11,20.489839,-98.202015,4
351,20,20.552373,-98.147223,3
352,28,20.478265,-98.22267,4
353,12,20.541469,-98.224333,5
354,22,20.493456,-98.191127,2
355,14.5,20.549805,-98.155257,2
355,14.5,20.549805,-98.155257,5
356,47,20.517128,-98.183256,2
357,54,20.483604,-98.236633,4
358,16,20.475181,-98.154433,6
359,35,20.496239,-98.23027,4
360,5,20.466435,-98.172992,6
361,15,20.463854,-98.170305,6
362,26,20.489321,-98.189911,2
363,9,20.446245,-98.223469,1
364,16,20.525919,-98.269833,1
365,13,20.464988,-98.249688,1
366,23,20.504021,-98.134973,3
367,2,20.53896,-98.225699,4
368,67,20.489431,-98.265608,1
369,70,20.472213,-98.160235,6
370,73,20.496802,-98.23766,4
371,9,20.502564,-98.181605,2
372,9,20.492686,-98.137022,6
373,24,20.552293,-98.205147,5
374,20,20.515455,-98.134143,3
375,34,20.450246,-98.172769,6
376,9,20.463121,-98.256313,1
377,12,20.453799,-98.264035,1
378,29,20.502717,-98.240577,4
379,22,20.551164,-98.1367,3
380,11,20.488485,-98.154869,6
381,56,20.513097,-98.176797,2
381,56,20.513097,-98.176797,5
382,51,20.451104,-98.169372,6
383,13,20.493018,-98.125232,6
384,29,20.478996,-98.168345,6
385,42,20.470572,-98.13892,6
386,16,20.512783,-98.242682,4
387,4,20.449425,-98.228003,1
388,101,20.467816,-98.185374,6
389,11,20.450539,-98.209192,2
389,11,20.450539,-98.209192,5
390,18,20.506879,-98.249588,4
391,3,20.500445,-98.151589,2
392,38,20.52949,-98.235638,4
393,36,20.459833,-98.15598,2
393,36,20.459833,-98.15598,5
394,24,20.534423,-98.235808,4
395,9,20.520959,-98.224556,4
396,36.5,20.502616,-98.138343,2
396,36.5,20.502616,-98.138343,5
397,46,20.460547,-98.245669,2
397,46,20.460547,-98.245669,5
398,19.5,20.485884,-98.15223,2
398,19.5,20.485884,-98.15223,5
399,164,20.53009,-98.132901,3
400,38,20.551232,-98.175937,5
401,41,20.447038,-98.169557,6
402,3,20.5208,-98.22683,4
403,39,20.494005,-98.25067,1
404,19,20.482493,-98.15975,6
405,29,20.535768,-98.22482,4
406,3,20.480497,-98.128278,6
407,37,20.483479,-98.240267,4
408,14,20.494869,-98.20421,4
409,27,20.524715,-98.232961,4
410,51,20.4771,-98.1707,6
411,93,20.511448,-98.197758,2
412,13,20.500065,-98.125787,3
413,6,20.489166,-98.237239,4
414,139,20.491714,-98.198098,4
415,3,20.497193,-98.149768,2
416,1,20.500979,-98.269139,1
417,12,20.520087,-98.229038,4
418,3,20.51326,-98.274698,1
419,2,20.495551,-98.131801,6
420,79,20.492319,-98.198696,4
421,55,20.521807,-98.253224,4
422,18.5,20.501358,-98.180199,2
422,18.5,20.501358,-98.180199,5
423,36,20.534918,-98.228317,4
424,13,20.519844,-98.222812,4
425,4,20.509324,-98.135875,3
426,33,20.488747,-98.126675,2
426,33,20.488747,-98.126675,5
427,40,20.528002,-98.184764,2
428,3,20.513274,-98.22682,4
429,25,20.500033,-98.13651,6
430,45,20.48563,-98.245744,2
430,45,20.48563,-98.245744,5
431,4,20.478497,-98.135901,6
432,35,20.516282,-98.23391,4
433,8,20.507501,-98.24224,4
434,29,20.510472,-98.225417,4
435,9,20.514367,-98.239984,4
436,65,20.455224,-98.190025,6
437,39,20.497717,-98.232389,4
438,24,20.46086,-98.221541,2
438,24,20.46086,-98.221541,5
439,43,20.483464,-98.245502,1
440,29,20.489295,-98.125552,6
441,4,20.438249,-98.159356,6
442,14,20.478153,-98.24353,1
443,2,20.529226,-98.232085,4
444,4,20.462836,-98.160688,6
445,37,20.493699,-98.12487,6
446,7,20.553699,-98.173292,5
447,4,20.479023,-98.254795,1
448,4,20.486313,-98.179977,6
449,80,20.475309,-98.204178,4
450,2,20.488835,-98.232759,4
451,120,20.495565,-98.154019,2
452,43,20.487686,-98.140939,6
453,9,20.48995,-98.126045,6
454,30,20.484509,-98.146928,2
454,30,20.484509,-98.146928,5
455,17.5,20.488287,-98.134523,1
455,17.5,20.488287,-98.134523,5
456,3,20.490812,-98.139912,6
457,2,20.524034,-98.231051,4
458,5,20.498895,-98.230392,4
459,38,20.495083,-98.22645,4
460,3,20.500344,-98.24166,4
461,37,20.539698,-98.22214,5
462,97,20.461873,-98.154257,6
463,2,20.497644,-98.23935,4
464,49,20.49766,-98.2608,1
465,53,20.507473,-98.267506,1
466,55,20.547025,-98.20086,5
467,2,20.5172,-98.255062,4
468,10,20.5277,-98.225408,4
469,52,20.530304,-98.147751,3
470,140,20.437,-98.229764,1
471,2,20.488737,-98.227352,4
472,47,20.548831,-98.197159,5
473,41,20.511122,-98.230436,4
474,2,20.527375,-98.227545,4
475,63,20.509243,-98.141066,2
476,69,20.545034,-98.170715,5
477,32,20.541379,-98.191223,5
478,126,20.462898,-98.235432,1
479,27,20.54158,-98.21175,5
480,31,20.448187,-98.155995,6
481,2,20.499297,-98.26877,1
482,20,20.542552,-98.182287,5
483,35,20.513673,-98.238466,4
484,2,20.542583,-98.206493,5
485,2,20.493729,-98.138731,6
486,72,20.544892,-98.180409,5
487,47,20.513483,-98.220649,4
488,40,20.4949,-98.249013,4
489,84,20.478929,-98.191789,6
490,133,20.451262,-98.224475,1
491,71,20.457676,-98.185665,6
492,24,20.556634,-98.142489,3
493,35,20.503447,-98.24134,4
494,109,20.508406,-98.255775,1
495,48,20.527034,-98.169364,2
496,14,20.556287,-98.20505,5
497,63,20.522963,-98.233813,4
498,2,20.504482,-98.266521,1
499,23,20.52001,-98.174008,2
500,82,20.481817,-98.224411,4
501,60,20.498971,-98.204819,4
502,56,20.508199,-98.239483,4
503,27,20.485184,-98.195951,4
504,2,20.53917,-98.196195,5
505,22,20.483605,-98.243436,4
506,53,20.549619,-98.199152,5
507,30,20.491163,-98.235983,4
508,30,20.465625,-98.172649,6
509,19,20.512032,-98.2125,4
510,2,20.517398,-98.144588,3
511,2,20.485616,-98.193485,4
512,2,20.512937,-98.158709,2
513,2,20.564316,-98.193787,5
514,1,20.505083,-98.165911,1
514,1,20.505083,-98.165911,5
515,2,20.538308,-98.222621,5
516,2,20.534005,-98.222077,4
517,2,20.540021,-98.215562,5
518,2,20.568664,-98.128785,3
519,2,20.522756,-98.162127,2
520,1,20.468638,-98.191826,6
521,4,20.471549,-98.18019,6
522,2,20.492012,-98.184783,2
523,1,20.568617,-98.186013,5
524,2,20.535244,-98.135659,3
525,1,20.478255,-98.133763,6
526,6,20.471005,-98.176448,6
527,2,20.540049,-98.202524,5
528,4,20.497478,-98.115353,3
529,2,20.462497,-98.16515,6
530,8,20.528548,-98.161908,2
531,1,20.461733,-98.173282,6
532,1,20.460883,-98.173133,6
533,1,20.499753,-98.241383,4
534,2,20.482858,-98.246997,1
535,4,20.453572,-98.165311,6
536,1,20.51598,-98.237033,4
537,2,20.45008,-98.220791,1
538,4,20.557061,-98.125895,3
539,2,20.478658,-98.138692,6
540,13,20.458792,-98.221427,1
540,13,20.458792,-98.221427,5
541,4,20.510032,-98.131093,3
542,0,20.547658,-98.182322,5
543,2.5,20.448984,-98.159217,1
543,2.5,20.448984,-98.159217,5
544,5,20.502177,-98.238743,4
545,1,20.522556,-98.188439,2
